UID,ARR,RWY,THR_TIME,C40_TIME,C40_BRG,C40_LAT,C40_LON,C40_ALT,C40_DIST,C40_OFFSET,C50_TIME,C50_BRG,C50_LAT,C50_LON,C50_ALT,C50_DIST,C50_OFFSET,C100_TIME,C100_BRG,C100_LAT,C100_LON,C100_ALT,C100_DIST,C100_OFFSET
06a107-QTR3AU-2020-05-29-0,TRUE,06,2020-05-29T11:23:40Z,2020-05-29T11:08:46Z,90.92304125740941,52.29734259136652,5.851553780691964,12825,74028.1444126654,51.855587334604934,2020-05-29T11:07:06Z,93.48402997294488,52.25747680664062,6.12213134765625,15000,92649.12208879634,49.12208879634272,2020-05-29T10:59:57Z,99.82791563553047,52.02420043945312,7.43560791015625,30550,185112.7595635641,87.24043643590994
06a2e1-QTR9YU-2020-05-29-0,TRUE,06,2020-05-29T06:55:23Z,2020-05-29T06:40:36Z,93.92492694711575,52.26246643066406,5.850372314453125,13475,74141.11565009721,61.1156500972138,2020-05-29T06:38:58Z,94.99150406577309,52.23573303222656,6.117401123046875,15700,92529.2682064336,70.73179356640321,2020-05-29T06:31:30Z,98.72992224418095,52.0555968203787,7.445513044084822,28300,185153.02558703814,46.97441296186298
0d0bba-AMX025-2020-05-29-0,TRUE,06,2020-05-29T14:20:40Z,2020-05-29T14:09:52Z,268.2203807449641,52.28736877441406,3.675460815429688,13150,74152.41381787875,72.41381787875434,2020-05-29T14:08:12Z,270.26223869625176,52.31185913085938,3.404922485351562,15050,92509.1857668272,90.81423317280132,2020-05-29T14:00:54Z,263.9944674200744,52.13394423662606,2.062604631696429,27125,185242.0980199306,42.09801993059227
3950c7-AFR17TP-2020-05-29-0,TRUE,06,2020-05-29T12:06:39Z,2020-05-29T11:56:02Z,215.59696138260432,51.76739191604872,4.134979248046875,11100,74017.79743936597,62.202560634032125,2020-05-29T11:54:05Z,214.13746819655245,51.61916959083686,4.006118774414062,13025,92650.34013707668,50.34013707668055,2020-05-29T11:45:02Z,208.88249399381223,50.85073180117849,3.470382690429688,22000,185272.00933054005,72.00933054005145
3c5465-DLH2KH-2020-05-29-0,TRUE,06,2020-05-29T13:24:13Z,2020-05-29T13:11:32Z,121.10068720245732,51.96400451660156,5.693359375,16725,74145.38547678685,65.385476786847,2020-05-29T13:09:40Z,118.7074659750512,51.90847778320312,5.9521484375,20225,92602.11910142287,2.1191014228679705,2020-05-29T13:01:38Z,117.48608862059439,51.54035665221133,7.156982421875,34250,185156.76739619512,43.232603804877726
3c5468-DLH3MM-2020-05-29-0,TRUE,06,2020-05-29T07:22:06Z,2020-05-29T07:07:20Z,91.84763834682559,52.28659057617188,5.852203369140625,17850,74110.2754011942,30.27540119420155,2020-05-29T07:05:43Z,92.73969900376022,52.26834054720604,6.120954241071429,19975,92492.12326954096,107.87673045904376,2020-05-29T06:56:57Z,106.23656902031155,51.843017578125,7.362324482685811,28000,185136.9730733238,63.02692667618976
3cd35b-EFD3P-2020-05-29-0,TRUE,06,2020-05-29T12:57:30Z,2020-05-29T12:46:22Z,202.46508517822673,51.69273376464844,4.350882865287162,13700,74122.15629173961,42.156291739607695,2020-05-29T12:44:27Z,200.2768464387166,51.52839660644531,4.297138935810811,16975,92524.94588876738,75.05411123261729,2020-05-29T12:33:58Z,174.10594053438672,50.65293134269068,5.03856762035473,31050,185226.68267034137,26.682670341368066
3cfdec-AHO887R-2020-05-29-0,TRUE,06,2020-05-29T14:08:43Z,2020-05-29T13:56:38Z,122.12946673968395,51.95384216308594,5.6829833984375,13875,74140.7609210635,60.760921063498245,2020-05-29T13:55:00Z,119.70485995800584,51.89602661132812,5.93994140625,17150,92559.75088079138,40.24911920861632,2020-05-29T13:47:37Z,116.54492834354556,51.5646103681144,7.17803955078125,29850,185178.4496534059,21.55034659410012
406266-LNX81AX-2020-05-29-0,TRUE,06,2020-05-29T15:22:52Z,2020-05-29T15:07:39Z,279.6567848586185,52.41963532011388,3.6903076171875,10600,74045.87252250977,34.12747749022674,2020-05-29T15:05:00Z,278.1669838692494,52.42616271972656,3.416366577148438,14475,92549.4370649691,50.562935030902736,2020-05-29T14:53:09Z,265.1590403544178,52.16764805680614,2.056954520089286,23000,185201.39476441522,1.3947644152212888
40726c-BCS1443-2020-05-29-0,TRUE,06,2020-05-29T17:55:32Z,2020-05-29T17:43:00Z,282.8276091205153,52.45575985666049,3.701450892857143,10000,74057.92835174919,22.071648250814178,2020-05-29T17:41:00Z,285.50923217332377,52.53057861328125,3.449325561523438,12475,92638.00115727348,38.0011572734802,2020-05-29T17:33:18Z,290.05606304388175,52.87875366210938,2.190780639648438,27575,185241.01804216672,41.01804216671735
40792f-BAW430-2020-05-29-0,TRUE,06,2020-05-29T08:22:49Z,2020-05-29T08:11:25Z,262.9034288320639,52.22583835407839,3.685049874441964,10450,74082.37709695274,2.377096952739521,2020-05-29T08:09:24Z,264.6801626680421,52.23088073730469,3.409805297851562,13850,92659.28171532186,59.281715321863885,2020-05-29T08:00:08Z,265.06603189802945,52.1649169921875,2.056655883789062,23000,185253.22639292077,53.226392920769285
4243e3-ABW481-2020-05-29-0,TRUE,06,2020-05-29T15:18:33Z,2020-05-29T15:04:45Z,63.82602905253407,52.60137525655455,5.743495396205358,14750,74024.22246641923,55.77753358076734,2020-05-29T15:03:10Z,62.34014127954259,52.69424697100106,5.974600655691964,17775,92606.9071463235,6.907146323501365,2020-05-29T14:55:51Z,59.53244275030141,53.15218133441472,7.133762135225184,29000,185313.75066436472,113.75066436472116
4243fe-ABW453-2020-05-29-0,TRUE,06,2020-05-29T02:23:46Z,2020-05-29T02:07:03Z,64.1567316639377,52.59820970438295,5.747183663504464,20150,74096.71485036748,16.71485036748345,2020-05-29T02:05:34Z,62.70363318726811,52.68937683105469,5.977935791015625,21400,92561.31743599477,38.682564005226595,2020-05-29T01:58:31Z,60.08490895167171,53.13765703621557,7.144829245174632,27525,185168.71055661008,31.289443389920052
43beb2-ABW527-2020-05-29-0,TRUE,06,2020-05-29T15:26:52Z,2020-05-29T15:12:11Z,64.53038128766582,52.5944389731197,5.750714983258929,13600,74133.4990439924,53.4990439924004,2020-05-29T15:10:27Z,63.10245871646816,52.68447100105932,5.982997349330358,15675,92622.03555160429,22.03555160429096,2020-05-29T15:03:09Z,60.4636295128214,53.12782287597656,7.152727399553572,26875,185104.15705261414,95.84294738585595
451e8c-LZB461-2020-05-29-0,TRUE,06,2020-05-29T06:35:08Z,2020-05-29T06:20:41Z,91.86998197478658,52.28635626324152,5.850925990513393,12925,74024.40259331693,55.597406683067675,2020-05-29T06:19:00Z,92.77706172319074,52.26777648925781,6.121673583984375,16275,92544.65584822292,55.344151777084335,2020-05-29T06:11:26Z,101.14905383071664,51.98623398603019,7.425266810825893,33800,185263.9058411034,63.90584110340569
461e15-FIN47U-2020-05-29-0,TRUE,06,2020-05-29T07:07:33Z,2020-05-29T06:50:15Z,64.48702856444112,52.59490449549788,5.750401088169643,15850,74136.25987660934,56.25987660934334,2020-05-29T06:48:32Z,59.00568657069556,52.73628364175052,5.935756138392858,19075,92570.79803434924,29.20196565076185,2020-05-29T06:41:50Z,52.523366577740944,53.32093319650424,6.950145048253677,38550,185308.46956675441,108.4695667544147
484164-KLM90Z-2020-05-29-0,TRUE,06,2020-05-29T14:16:49Z,2020-05-29T14:06:50Z,221.0275081916561,51.8060302734375,4.053726196289062,10950,74079.24431691744,0.7556830825633369,2020-05-29T14:04:57Z,219.9099902013787,51.67002868652344,3.897548366237331,14150,92593.83364111731,6.166358882692293,2020-05-29T13:55:43Z,215.53494063645098,50.95477294921875,3.206894333298142,25975,185120.49053835322,79.50946164678317
484174-KLM896-2020-05-29-0,TRUE,06,2020-05-29T17:32:15Z,2020-05-29T17:17:30Z,56.78160695046108,52.67250707594015,5.678205217633929,16925,74056.10012063789,23.899879362114007,2020-05-29T17:15:45Z,54.79859216643206,52.78795662572828,5.882864815848214,19500,92673.40912676592,73.40912676592416,2020-05-29T17:08:16Z,51.06483666363147,53.3530076883607,6.905068790211397,30750,185091.87693420527,108.12306579473079
4841c4-MPH6142-2020-05-29-0,TRUE,06,NA,2020-05-29T18:07:01Z,285.54290906607434,52.4864501953125,3.712997436523438,9950,74110.42175741325,30.421757413248997,2020-05-29T18:05:31Z,288.3087190341446,52.56916110798464,3.469717843191964,13050,92525.73116601861,74.26883398139034,2020-05-29T17:59:01Z,289.57561464298306,52.865478515625,2.184066772460938,28975,185192.12844014075,7.871559859253466
484369-KLM428-2020-05-29-0,TRUE,06,2020-05-29T05:27:04Z,2020-05-29T05:15:08Z,101.08352354005507,52.18021716101695,5.829973493303572,16500,74026.18161771292,53.81838228707784,2020-05-29T05:13:27Z,102.73127676862873,52.12458723682468,6.089564732142858,19325,92673.72418802202,73.72418802202446,2020-05-29T05:06:20Z,109.49946840792262,51.75263485666049,7.313613891601562,35325,185219.67657226181,19.676572261814727
48436b-KLM580-2020-05-29-0,TRUE,06,2020-05-29T05:00:42Z,2020-05-29T04:45:36Z,106.0102568927208,52.12454223632812,5.808029174804688,16575,74067.19893772803,12.801062271973933,2020-05-29T04:43:59Z,103.37295688359347,52.11575317382812,6.08428955078125,19550,92554.0397984162,45.9602015838027,2020-05-29T04:36:42Z,103.17332083262619,51.92889404296875,7.402420043945312,30125,185196.1569634139,3.8430365860986058
48436c-KLM758-2020-05-29-0,TRUE,06,2020-05-29T05:12:46Z,2020-05-29T05:01:43Z,264.9342617310911,52.24928283691406,3.680496215820312,10200,74094.973342166,14.97334216600575,2020-05-29T04:59:53Z,266.83569687747263,52.26210254733845,3.405369349888393,13075,92671.04992954666,71.04992954665795,2020-05-29T04:51:38Z,266.86861155304416,52.21713308560646,2.048714773995536,28925,185275.88623545127,75.88623545126757
48436d-KLM618-2020-05-29-0,TRUE,06,2020-05-29T04:41:22Z,2020-05-29T04:30:28Z,279.754411813441,52.42085266113281,3.689651489257812,11475,74111.68681324596,31.686813245964004,2020-05-29T04:28:38Z,282.5729393491564,52.48909125893802,3.433855329241072,14725,92577.66632719884,22.33367280116363,2020-05-29T04:20:32Z,287.43639130536957,52.80647277832031,2.1539306640625,29100,185153.0680206013,46.93197939870879
484415-KLM194-2020-05-29-0,TRUE,06,2020-05-29T04:38:51Z,2020-05-29T04:27:10Z,284.355133040513,52.4730772891287,3.707571847098214,12125,74092.98423227589,12.984232275892282,2020-05-29T04:25:19Z,287.56029104507195,52.55882263183594,3.464431762695312,15000,92522.49219754891,77.50780245108763,2020-05-29T04:17:26Z,291.60421239982827,52.92053739903336,2.216884068080357,29150,185168.21098273993,31.789017260074615
