UID,N,ADEP,ADES,START,STOP,ARR,RWY
0101db-MSR777-2020-05-14-0,2178,NA,EGLL,2020-05-14T08:21:09Z,2020-05-14T11:56:28Z,TRUE,09R
040170-ETH8700-2020-05-14-0,2332,NA,EGLL,2020-05-14T17:53:37Z,2020-05-14T19:53:20Z,TRUE,09R
040172-ETH700-2020-05-14-0,2467,NA,EGLL,2020-05-14T04:40:31Z,2020-05-14T08:25:22Z,TRUE,09R
040172-ETH8701-2020-05-14-0,1761,EGLL,NA,2020-05-14T12:18:53Z,2020-05-14T15:32:24Z,FALSE,NA
04c11a-KQA100-2020-05-14-0,2323,NA,EGLL,2020-05-14T13:36:30Z,2020-05-14T16:07:58Z,TRUE,09R
06a062-QTR8866-2020-05-14-0,2388,OTHH,EGLL,2020-05-14T16:08:46Z,2020-05-14T20:12:56Z,TRUE,09R
06a062-QTR8867-2020-05-14-0,1738,EGLL,OTHH,2020-05-14T21:50:06Z,2020-05-14T23:59:59Z,FALSE,NA
06a0e6-QTR3EM-2020-05-14-0,2377,OTHH,EGLL,2020-05-14T07:55:03Z,2020-05-14T11:36:59Z,TRUE,09R
06a0e6-QTR6KG-2020-05-14-0,1691,EGLL,OTHH,2020-05-14T13:22:51Z,2020-05-14T16:45:59Z,FALSE,NA
06a1bc-QTR8328-2020-05-14-0,2327,OTHH,EGLL,2020-05-14T07:24:07Z,2020-05-14T11:24:53Z,TRUE,09R
06a1bc-QTR8329-2020-05-14-0,1692,EGLL,OTHH,2020-05-14T12:59:03Z,2020-05-14T16:21:32Z,FALSE,NA
06a2b8-QTR8850-2020-05-14-0,2289,OTHH,EGLL,2020-05-14T12:39:10Z,2020-05-14T16:34:55Z,TRUE,09R
06a2b8-QTR8851-2020-05-14-0,1648,EGLL,OTHH,2020-05-14T17:58:58Z,2020-05-14T21:18:50Z,FALSE,NA
06a2c6-QTR8856-2020-05-14-0,2304,OTHH,EGLL,2020-05-14T03:54:37Z,2020-05-14T08:00:38Z,TRUE,09R
06a2c6-QTR8857-2020-05-14-0,1648,EGLL,OTHH,2020-05-14T09:26:07Z,2020-05-14T12:45:33Z,FALSE,NA
342059-IBE31LZ-2020-05-14-0,1811,EGLL,LEMD,2020-05-14T09:58:32Z,2020-05-14T11:38:27Z,FALSE,NA
342059-IBE31PP-2020-05-14-0,2158,LEMD,EGLL,2020-05-14T06:31:09Z,2020-05-14T08:11:54Z,TRUE,09R
346303-IBE31CM-2020-05-14-0,2172,LEMD,EGLL,2020-05-14T06:41:22Z,2020-05-14T08:20:09Z,TRUE,09R
346303-IBE31VV-2020-05-14-0,1817,EGLL,LEMD,2020-05-14T10:00:46Z,2020-05-14T11:44:26Z,FALSE,NA
392aec-AFR168Q-2020-05-14-0,2785,LFPG,EGLL,2020-05-14T05:52:43Z,2020-05-14T06:39:07Z,TRUE,09R
392aec-AFR16RU-2020-05-14-0,2283,EGLL,LFPG,2020-05-14T08:24:50Z,2020-05-14T09:02:52Z,FALSE,NA
3c5426-BCS2217-2020-05-14-0,1726,EGLL,EDDP,2020-05-14T21:52:20Z,2020-05-14T23:01:39Z,FALSE,NA
3c5426-BCS35P-2020-05-14-0,2292,LIMC,EGLL,2020-05-14T18:02:17Z,2020-05-14T19:26:45Z,TRUE,09R
3c5432-BCS13G-2020-05-14-0,2356,EDDF,EGLL,2020-05-14T06:22:40Z,2020-05-14T07:39:12Z,TRUE,09R
3c5432-BCS6717-2020-05-14-0,1688,EGLL,EDDF,2020-05-14T09:45:01Z,2020-05-14T10:43:54Z,FALSE,NA
3c5433-BCS2665-2020-05-14-0,2129,EGLL,EBBR,2020-05-14T21:43:00Z,2020-05-14T22:18:28Z,FALSE,NA
3c5433-BCS6773-2020-05-14-0,2211,LPPR,EGLL,2020-05-14T18:24:01Z,2020-05-14T19:18:55Z,TRUE,09R
3c65c8-DLH5AF-2020-05-14-0,2832,EDDF,EGLL,2020-05-14T06:02:59Z,2020-05-14T07:25:38Z,TRUE,09R
3c65c8-DLH9U-2020-05-14-0,1788,EGLL,EDDF,2020-05-14T08:45:39Z,2020-05-14T09:47:49Z,FALSE,NA
3c65cf-DLH3U-2020-05-14-0,1734,EGLL,EDDF,2020-05-14T15:39:53Z,2020-05-14T16:42:23Z,FALSE,NA
3c65cf-DLH8HR-2020-05-14-0,2453,EDDF,EGLL,2020-05-14T12:13:10Z,2020-05-14T13:25:20Z,TRUE,09R
4007ef-BAW9115-2020-05-14-0,2346,NA,EGLL,2020-05-14T14:23:28Z,2020-05-14T18:23:28Z,TRUE,09R
4007ef-BAW9151-2020-05-14-0,1771,EGLL,NA,2020-05-14T21:47:42Z,2020-05-14T23:59:59Z,FALSE,NA
4007f2-BAW112-2020-05-14-0,2601,KJFK,EGLL,2020-05-14T03:31:58Z,2020-05-14T05:09:59Z,TRUE,09R
4007f2-BAW33K-2020-05-14-0,1871,EGLL,KJFK,2020-05-14T14:35:20Z,2020-05-14T15:59:53Z,FALSE,NA
4007f3-BAW117-2020-05-14-0,1884,EGLL,KJFK,2020-05-14T11:39:14Z,2020-05-14T12:59:59Z,FALSE,NA
4007f3-BAW172-2020-05-14-0,2434,KJFK,EGLL,2020-05-14T05:35:45Z,2020-05-14T07:09:40Z,TRUE,09R
4007f4-BAW14K-2020-05-14-0,2366,KJFK,EGLL,2020-05-14T05:15:17Z,2020-05-14T06:48:09Z,TRUE,09R
4007f4-BAW662-2020-05-14-0,1748,EGLL,LCLK,2020-05-14T10:48:14Z,2020-05-14T14:39:29Z,FALSE,NA
4007f4-BAW663-2020-05-14-0,2277,NA,EGLL,2020-05-14T18:07:59Z,2020-05-14T20:54:36Z,TRUE,09R
4007f5-BAW32-2020-05-14-0,2221,VHHH,EGLL,2020-05-14T00:35:13Z,2020-05-14T03:34:05Z,TRUE,09R
4007f7-BAW64-2020-05-14-0,2813,NA,EGLL,2020-05-14T01:13:38Z,2020-05-14T05:07:56Z,TRUE,09R
4007f9-BAW115-2020-05-14-0,1881,EGLL,KJFK,2020-05-14T13:34:20Z,2020-05-14T14:59:07Z,FALSE,NA
4007f9-BAW710-2020-05-14-0,1919,EGLL,LSZH,2020-05-14T06:00:07Z,2020-05-14T07:19:57Z,FALSE,NA
4007f9-BAW711-2020-05-14-0,2687,LSZH,EGLL,2020-05-14T09:00:39Z,2020-05-14T10:35:39Z,TRUE,09R
4008ad-BAW9256-2020-05-14-0,1882,EGLL,LFFV,2020-05-14T06:28:13Z,2020-05-14T07:12:53Z,FALSE,NA
4008ad-BAW9257-2020-05-14-0,2509,NA,EGLL,2020-05-14T16:37:14Z,2020-05-14T17:33:28Z,TRUE,09R
405bfc-BAW31-2020-05-14-0,1829,EGLL,VHHH,2020-05-14T17:47:03Z,2020-05-14T21:35:12Z,FALSE,NA
40621b-BAW169-2020-05-14-0,1696,EGLL,NA,2020-05-14T14:30:54Z,2020-05-14T17:12:35Z,FALSE,NA
40621c-BAW12-2020-05-14-0,2378,WSSS,EGLL,2020-05-14T14:08:38Z,2020-05-14T18:12:58Z,TRUE,09R
40621d-BAW55-2020-05-14-0,1690,EGLL,FAGM,2020-05-14T18:35:07Z,2020-05-14T20:50:51Z,FALSE,NA
406590-BAW89-2020-05-14-0,1693,EGLL,NA,2020-05-14T16:05:03Z,2020-05-14T19:46:40Z,FALSE,NA
406591-BAW11-2020-05-14-0,1659,EGLL,WSSS,2020-05-14T19:09:16Z,2020-05-14T22:19:19Z,FALSE,NA
4065de-BAW160-2020-05-14-0,2233,NA,EGLL,2020-05-14T14:25:09Z,2020-05-14T18:36:41Z,TRUE,09R
