UID,N,ADEP,ADES,START,STOP,ARR,RWY
06a0df-QTR8102-2020-05-03-0,1938,KORD,EHAM,2020-05-03T17:51:44Z,2020-05-03T19:19:58Z,TRUE,06
06a0df-QTR8102-2020-05-03-1,2406,EHAM,OTHH,2020-05-03T21:27:58Z,2020-05-03T23:59:59Z,FALSE,NA
06a11d-QTR3AU-2020-05-03-0,2786,OTHH,EHAM,2020-05-03T08:56:19Z,2020-05-03T12:26:52Z,TRUE,09
06a11d-QTR5JH-2020-05-03-0,1606,EHAM,OTHH,2020-05-03T13:47:13Z,2020-05-03T16:48:29Z,FALSE,NA
06a1eb-QTR8139-2020-05-03-0,3127,OTHH,EHAM,2020-05-03T04:38:53Z,2020-05-03T08:10:57Z,TRUE,09
06a1eb-QTR8139-2020-05-03-1,1888,EHAM,KORD,2020-05-03T10:07:16Z,2020-05-03T11:37:48Z,FALSE,NA
346195-PLM339P-2020-05-03-0,2071,EHAM,LETO,2020-05-03T05:26:52Z,2020-05-03T07:30:26Z,FALSE,NA
3950c9-AFR11FX-2020-05-03-0,3171,LFPG,EHAM,2020-05-03T10:54:24Z,2020-05-03T11:52:51Z,TRUE,09
3950c9-AFR11UZ-2020-05-03-0,2335,EHAM,LFPG,2020-05-03T12:53:35Z,2020-05-03T13:39:30Z,FALSE,NA
3c1baf-BCS1239-2020-05-03-0,1756,EHAM,EDDP,2020-05-03T10:14:22Z,2020-05-03T11:06:14Z,FALSE,NA
3c5465-DLH2A-2020-05-03-0,2916,EHAM,EDDF,2020-05-03T16:21:34Z,2020-05-03T17:17:27Z,FALSE,NA
3c5465-DLH2KH-2020-05-03-0,3667,EDDF,EHAM,2020-05-03T12:36:47Z,2020-05-03T13:37:53Z,TRUE,09
3c5467-DLH3MM-2020-05-03-0,4671,EDDF,EHAM,2020-05-03T06:33:26Z,2020-05-03T07:51:16Z,TRUE,09
3c5467-DLH8A-2020-05-03-0,2222,EHAM,EDDF,2020-05-03T08:42:31Z,2020-05-03T09:23:29Z,FALSE,NA
3cc82c-AHO369V-2020-05-03-0,1189,EHAM,EDLN,2020-05-03T13:34:16Z,2020-05-03T13:54:04Z,FALSE,NA
3ce8e8-IFA1193-2020-05-03-0,1687,EHAM,EDDN,2020-05-03T11:57:49Z,2020-05-03T12:42:48Z,FALSE,NA
3e231e-DIEMO-2020-05-03-0,1559,EHAM,EHBK,2020-05-03T14:18:59Z,2020-05-03T14:44:57Z,FALSE,NA
3e231e-DIEMO-2020-05-03-1,2443,NA,EHAM,2020-05-03T18:57:35Z,2020-05-03T20:32:08Z,TRUE,NA
407464-BAW430-2020-05-03-0,3100,EGLL,EHAM,2020-05-03T07:27:24Z,2020-05-03T08:19:24Z,TRUE,09
